consumer_id,timestamp,voltage_v,current_a,power_factor,energy_consumption_kwh,peak_load_kw,theft_label,hour_of_day,meter_reading_kwh,anomaly_score
7327038422,2025-11-02T02:07:33.650Z,246.2,9.28,0.93,2.95,4.14,1,4,8932.93,39.2
8050086451,2026-04-29T12:46:44.370Z,217.9,4.71,0.86,2.27,4.22,0,21,5229.06,68.6
5912137939,2025-12-25T04:20:17.261Z,224.1,1.7,0.74,5.44,3.25,1,3,5424.85,65.7
9838684121,2026-03-15T02:45:57.138Z,226.9,53.19,0.81,6.05,2.6,1,11,1966.34,68.3
8170755336,2025-08-15T13:51:50.877Z,210.8,52.12,0.98,8.85,4.38,1,10,675.82,33.1
8791766031,2026-01-31T17:10:08.589Z,210.8,50.82,0.7,11.25,0.41,0,14,6596.04,91.3
8237067559,2026-02-12T16:18:32.287Z,234.3,46.22,0.78,9.22,4.16,1,4,4727.95,35.8
8937730459,2025-09-10T05:09:12.338Z,219.2,5.11,0.74,2.6,3.87,1,18,8760.41,55.8
9875314161,2026-03-09T13:59:50.291Z,226.6,45.62,0.89,11.3,2.64,1,18,8103.86,91.7
3683251182,2026-05-14T20:21:41.099Z,227.8,20.28,0.98,2.09,3.37,0,5,7031.84,65.4
6640209184,2025-10-18T06:18:24.182Z,213.3,13.99,0.71,11.79,2.31,1,15,3642.83,15.5
7613553655,2026-05-20T14:15:00.651Z,219.2,8.44,0.92,11.75,2.4,1,21,2804.94,0.1
3529081255,2026-04-19T23:24:33.888Z,238.5,6.87,0.67,5.36,5.9,0,19,1034.69,92.9
7864225691,2026-05-06T21:04:19.471Z,231.6,27.01,0.81,10.82,2.01,0,13,7380.59,47.8
2534678778,2025-08-31T23:10:20.699Z,216.1,49.3,0.63,4.69,1.39,1,10,8438.25,30.8
6731397648,2026-01-20T10:42:13.346Z,213.7,44.92,0.73,1.56,3.74,0,23,5152.81,25.3
4289319069,2025-07-31T14:36:43.206Z,214.4,42.24,0.68,9.66,4.96,0,13,4368.31,28.8
7526121801,2025-10-09T10:07:53.202Z,246,22.37,0.83,11.23,2.95,1,18,3231.82,44.8
7159313159,2025-09-21T01:20:16.001Z,219,36.58,0.87,6.61,2.64,1,3,9943.6,63.8
1998932020,2025-10-12T18:44:10.438Z,244.6,21.5,0.74,8.33,1.27,0,1,7558.8,5
4309226504,2026-02-07T05:03:02.779Z,239.3,4.37,0.79,6.03,0.77,0,8,7519.39,55.6
2802531355,2025-11-25T13:12:57.351Z,216.6,28.37,0.79,3.14,5.47,0,7,1499.38,37.6
1525864107,2026-03-30T12:28:37.421Z,245.3,40.4,0.62,5.2,2.9,1,11,2658.75,26.4
8318408906,2026-05-31T15:50:51.433Z,215.5,41.2,1,9.93,1.27,0,21,8944.41,50.4
1601227423,2025-09-09T17:41:07.126Z,240.8,10.42,0.6,3.49,0.14,1,10,7016.26,69.1
3940193635,2026-01-14T20:58:29.283Z,248.7,43.02,0.68,6.66,3.84,1,8,9834.19,87.1
3195631933,2026-03-13T22:57:26.966Z,230.8,7.07,0.87,6.66,1.19,0,14,7909.2,68.5
4767226133,2025-11-26T06:14:28.489Z,219.8,16.84,0.87,2.98,4.95,1,18,6803.66,66.1
5786476735,2026-05-17T12:43:08.087Z,210.7,42.23,0.71,5.14,1.33,1,5,2637.63,68
9802716541,2025-11-13T23:12:46.382Z,249.3,16.25,0.91,10.93,2.1,1,4,4108.26,73.8
8520694963,2025-08-03T20:54:48.846Z,249.1,6.03,0.86,4.79,3.92,0,22,7127.4,1.6
5210582819,2025-06-16T16:18:34.503Z,216.6,8.68,0.76,9.22,4.7,0,19,114.34,86.3
8088683517,2026-01-14T15:56:28.728Z,227.4,37,0.98,5.69,4.8,0,11,81.11,89.7
3400778219,2026-05-30T11:49:49.439Z,232.3,21.21,0.8,9.42,0.8,0,23,6743.49,5.8
6795922567,2026-06-09T04:18:56.221Z,244.7,25.71,0.6,8.34,2.26,0,23,8341.86,93.2
5834134741,2025-12-02T19:21:50.752Z,225.1,14.35,1,1.41,2.67,0,10,4681.27,83
7064034435,2025-12-27T09:44:00.868Z,245.5,46.4,0.93,10.83,1.96,1,18,1080.15,84.6
0585193306,2025-10-03T03:47:15.305Z,236.3,12.85,0.91,11.62,4.01,0,0,7523.96,29.5
4611051138,2026-05-21T08:40:32.939Z,220.5,58.16,0.74,4.24,0.41,1,17,9171.52,44
3070014362,2026-04-18T03:30:25.793Z,213.9,15.65,0.7,0.91,0.89,1,23,8206.2,85.8
5130800101,2025-12-02T18:00:32.007Z,222.9,45.78,0.96,3.02,0.48,1,1,7442.26,66.6
0996638898,2026-01-24T15:00:12.898Z,245.8,39.63,0.94,3.8,4.83,1,0,515.15,36.2
8137966185,2025-12-31T02:31:31.740Z,218.9,29.34,0.89,1.7,4.54,1,15,6937.91,17.4
9912898118,2026-01-14T14:29:06.966Z,210.2,18.53,0.87,10.66,1.86,0,18,8286.44,65.2
8627865154,2025-08-07T07:13:30.659Z,230.9,47.39,0.73,9.26,3.27,0,17,3964.26,88.1
5166981398,2026-04-14T08:27:24.458Z,237.2,0.87,0.89,5.53,5.21,1,12,9012.91,91
1064377063,2025-07-14T01:49:15.962Z,217.3,50.07,0.84,6.95,5.4,1,1,6407.66,0.2
8612654808,2025-12-08T14:14:19.123Z,249.3,17.44,0.74,10.87,3.36,0,16,2345.94,9.1
9785342775,2025-06-30T09:03:07.487Z,223.7,55.38,0.95,4.37,1.47,1,16,6572.77,99.5
3267309257,2026-05-13T07:12:16.666Z,216.5,5.3,0.96,9.87,1.07,0,4,9912.25,88.6
6402069814,2025-11-16T22:37:26.266Z,217.4,7.27,0.68,11.98,5.25,1,0,5955.09,96.8
0776049411,2026-05-23T13:17:40.078Z,247.2,59.73,0.91,11.54,5.76,0,5,2501.65,7.5
6093148852,2026-06-14T06:37:43.675Z,214.2,15.86,0.9,1.16,4.3,1,3,5099.43,66.3
5145648598,2025-11-17T17:49:51.141Z,248.8,48.38,0.78,0.93,3.33,1,23,7708.17,65.6
5925655400,2025-10-22T18:14:57.021Z,230.2,3.97,0.99,8.31,2.11,1,12,5710.49,87.3
5636533091,2026-05-05T22:20:23.767Z,223.9,54.38,0.89,6.22,3.42,0,2,2684.23,94.5
2645544353,2026-02-17T00:40:35.847Z,242.3,55.14,0.64,11.39,0.84,1,14,8498.31,51.1
4862289534,2026-03-08T19:47:52.572Z,239.3,40.59,0.6,8.82,4.95,1,21,562.14,35.1
4078464858,2025-09-04T00:52:23.579Z,214.1,11.76,0.68,5.9,5.95,1,9,2362.66,71.2
7705612067,2025-07-10T15:18:29.047Z,226.1,0.35,0.6,0.91,3.55,1,0,1802.76,56.8
4045115109,2025-10-28T07:28:49.077Z,240.4,30.21,0.86,5.55,3.21,1,13,9963.02,19.1
0743991323,2025-08-16T13:29:00.991Z,238,35.44,0.95,4.37,3.89,0,22,7025.68,97.6
7421210715,2026-04-13T08:50:23.739Z,236.3,56.21,0.66,2.32,3.13,0,12,4127.62,86.2
7334230994,2025-07-14T03:54:09.393Z,229,36.75,0.88,7.43,0.45,1,16,5274.41,84
3984195805,2025-07-14T11:33:25.816Z,246.6,22.38,0.71,5.52,1.34,0,12,6486.41,74.5
5263154963,2026-02-01T01:40:49.119Z,226.2,23.46,0.82,3.7,2.16,0,17,5121.36,18.3
3139413197,2025-11-17T00:08:04.287Z,242.6,24.88,0.93,9.65,4.48,0,2,3071.27,72.6
9761127463,2025-12-03T02:36:28.578Z,230,3.34,0.6,7.43,4.72,0,18,226.67,35.8
2601121914,2026-03-15T00:21:27.540Z,240.3,20.69,0.76,1.72,4.72,0,23,6342.25,35.1
6065639903,2025-10-17T02:40:17.204Z,245.4,27.26,0.87,2.63,2.06,0,13,7355.98,87.1
3508789662,2025-08-22T19:53:57.731Z,218.6,17.26,0.62,0.7,0.29,1,22,154.73,58.7
8413150899,2026-03-15T12:36:01.614Z,240.8,42.74,0.62,8.64,2.84,1,15,3466.64,19.5
6252159835,2026-04-16T03:31:01.706Z,219.1,18.11,0.72,1.23,2.26,0,2,1429.06,0
4377122223,2025-09-30T16:48:44.245Z,219.8,44.88,0.97,0.98,3.72,1,2,8811.93,17.8
6994561575,2026-04-18T23:44:03.336Z,211,43.3,0.81,3.46,0.98,0,11,8244.7,70.3
5667228860,2025-06-29T00:41:09.174Z,230.6,7.53,0.96,1.42,5.78,0,16,6228.6,42.2
1247944380,2025-07-25T09:01:40.798Z,215.7,54.89,0.68,6.89,2.06,1,17,8389.79,24.5
3029981154,2026-05-20T08:16:30.457Z,212.2,7.61,0.68,11.38,4.94,1,23,1964.07,57.9
6149904354,2026-04-18T12:41:04.257Z,246.4,2.1,0.74,1.67,1.79,0,9,7168.11,83
4734873299,2025-09-26T03:50:39.101Z,220.1,58.34,0.86,9.85,1.2,0,23,5745.29,33.6
4898641258,2025-07-09T09:29:44.855Z,224.6,32.2,0.87,8.71,4.46,0,6,5211.58,53.1
7430782322,2026-02-04T02:10:44.891Z,246.4,27.64,0.69,0.51,4.81,0,9,544.97,54.4
4385337808,2025-08-18T22:41:57.594Z,218.1,58.43,0.65,8.17,1.57,0,11,9183.96,3.4
8275568039,2025-11-08T08:59:26.049Z,223,20.36,0.61,0.68,3.84,0,11,2039.72,89.1
5440638579,2026-03-07T11:10:13.312Z,245.7,6.33,0.81,7.44,1.51,0,7,5121.07,89.8
6609202423,2025-11-06T21:01:38.219Z,220.4,35.91,0.98,11.14,3.29,0,6,8491.84,63.2
7237527939,2025-12-31T05:02:17.031Z,223.1,25.51,0.95,8.61,2.17,1,18,3099.98,46.6
3103629959,2026-05-11T08:49:04.623Z,245.3,56.7,0.89,6.35,2.62,0,8,1081.46,46.5
7599774272,2025-08-28T11:35:46.007Z,231.4,43.58,0.87,4.14,4.1,0,3,8849.76,47.8
0872522109,2026-05-24T21:37:26.342Z,243.2,24.33,0.7,3.67,4.5,1,16,4868.6,17.5
2951039579,2025-08-05T16:07:01.043Z,215.4,50.48,0.89,5,2.81,0,19,6310.48,2.2
9142177992,2025-10-16T18:25:57.913Z,236.3,52.43,0.68,2.57,3.55,1,14,8145.19,91.2
6045730509,2026-01-23T08:19:57.255Z,230.2,23.47,0.8,6.31,3.04,0,0,683.88,63.2
7166513363,2026-01-11T14:27:48.708Z,210.2,38.31,0.75,6.59,0.61,0,15,1285.89,55.5
1653227198,2025-07-27T21:09:37.896Z,224.2,59.92,0.69,9.63,0.42,1,5,9604.59,72.8
9887188947,2025-12-07T16:38:16.890Z,236.4,57.41,0.74,5.79,1.85,0,10,2520.2,50
1480650478,2026-01-07T18:18:57.193Z,223.5,44.82,0.99,9.57,3.45,1,0,2489.32,56.2
8155559029,2026-02-16T21:07:04.360Z,238.2,57.12,0.82,0.61,1.53,0,11,4775.53,34.6
1543986891,2025-10-13T08:56:18.315Z,211.3,5.12,0.89,4.76,0.23,1,5,8740.04,73.8
5216945190,2025-07-03T04:58:36.417Z,248.9,8.4,0.71,6.28,4.47,0,14,1968.37,4.7
0704742590,2025-10-04T19:41:12.726Z,248.2,53.52,0.89,7.31,3.95,1,7,1824.2,27.2
8701306072,2025-10-23T01:36:57.724Z,223,23.96,0.62,0.81,3.99,0,1,7903.77,78.8
1841052658,2025-11-13T03:31:12.329Z,242.5,57.9,0.98,3.7,0.99,1,8,6138.82,6.6
2700050136,2026-04-01T11:31:08.420Z,245.2,46.89,0.75,2.44,3.6,0,7,8496.23,78.2
2427531825,2026-03-24T03:55:35.825Z,219.7,23.5,0.74,10.45,3.07,1,13,3479.66,36
8945089174,2026-05-24T17:22:08.562Z,223.6,35.75,0.93,2.39,3.35,0,2,8304.14,97.5
8041366913,2025-09-21T21:42:19.946Z,229,43.51,0.64,4.01,4.42,1,5,9877.12,68.6
8771125029,2026-06-05T23:17:40.865Z,247.7,12.24,0.94,7.65,4.4,1,0,920.84,100
6278294679,2025-07-25T15:22:11.424Z,246.9,29.71,0.6,7.53,1.78,0,18,8011.87,29.8
3564846345,2025-07-05T01:29:20.057Z,222.4,13,0.71,5.58,2.3,1,13,2146.65,91
8309332651,2025-11-16T14:21:29.283Z,220.3,35.92,0.85,9.61,1.76,1,19,5823.48,99.9
6782417537,2025-12-03T19:47:55.979Z,245.5,0.31,0.72,1.45,2.06,0,3,7487.16,78.2
0117378894,2026-04-11T13:43:42.121Z,236.5,49.42,0.71,0.44,1.26,0,16,8464.47,44
6041908736,2025-10-30T17:50:48.326Z,230.3,4.12,0.7,7.32,2.45,0,2,8319.26,68.2
5022425941,2026-04-11T15:03:03.888Z,239.4,20.07,0.72,3.3,4.46,1,12,4395.67,97.6
8806645513,2025-10-17T09:19:26.709Z,229.4,6.64,0.76,10.42,4.27,0,2,4105.88,84.8
5431346367,2026-02-08T13:03:14.319Z,225.7,37.89,0.9,7.97,1.08,0,23,8463.85,95.4
2862268134,2025-12-06T23:11:19.198Z,235.9,29.14,0.67,9.54,0.9,0,19,3633.7,2.3
3410896447,2026-04-12T09:19:13.101Z,234.1,1.13,0.84,9.17,4.74,0,23,1505.81,34.3
9148496188,2025-11-28T23:04:43.671Z,240.7,25.98,0.84,0.6,1.75,1,23,1555.93,25.2
8395848126,2025-07-20T00:28:24.137Z,247.3,10.57,0.88,9.78,1.8,1,11,9551.35,59.4
8230503781,2026-04-09T11:45:15.490Z,215.2,23.27,0.88,9.23,2.7,1,9,8049.25,11.2
4993087339,2025-09-30T19:13:52.431Z,216.2,18.26,0.81,6.09,0.19,1,14,8743.62,85.8
4456604100,2026-02-02T16:58:50.221Z,223.5,20.66,0.74,7.52,1.02,0,0,173.7,71.2
0527696988,2025-09-18T18:51:51.388Z,248.5,30.34,0.82,3.37,0.66,0,12,1827.51,73.6
1855334717,2026-03-14T15:16:34.990Z,224.5,58.3,0.96,6.84,1.94,1,10,5773.74,46.3
6913499224,2025-07-31T18:25:14.297Z,210.1,6.6,0.9,5.3,2.98,1,23,7572.76,35.2
2936114466,2025-08-24T00:58:35.588Z,226.3,54.61,0.6,5.95,0.82,1,19,5511.67,33.5
8300093232,2026-01-24T15:11:29.656Z,216.8,10.7,0.99,0.19,2.83,0,15,6957.28,51.3
6221400915,2026-02-19T04:28:24.226Z,248.4,53.18,0.94,2.74,2.62,1,17,4295.45,7.7
3951384990,2026-02-08T16:02:10.647Z,227.3,40.13,0.63,7.89,0.8,1,22,7593.86,1.2
1427904367,2026-05-07T14:09:06.195Z,237.3,0.29,0.94,3.99,3.21,1,4,6230.77,7.4
4421791795,2025-09-07T11:15:15.903Z,232.5,46.02,0.74,7.24,5.84,1,13,2728.4,41.5
6891536380,2025-11-13T18:48:43.726Z,241.9,48.79,0.79,11.62,2.74,1,10,279.4,40.4
0357216353,2026-01-26T10:47:29.655Z,220.9,42.64,0.94,7.84,1.09,0,2,1636.84,27.8
6011396897,2025-08-14T22:51:36.061Z,222.9,46.19,0.63,9.26,4.59,0,16,1760.02,22.1
6333891338,2025-10-12T06:39:19.615Z,243.2,34.25,0.86,1.39,0.32,0,15,9904.19,76
6745389950,2026-02-02T20:40:51.495Z,211.9,3.74,0.73,8.13,1.7,0,18,4811.5,94
8683707219,2026-05-16T22:57:11.510Z,226.7,48.92,0.83,10.52,3.63,1,5,5705.23,48.4
4026508317,2026-04-20T09:16:18.907Z,239.4,42.45,0.92,7.58,0.41,1,7,5172.55,17.7
2939043971,2026-01-15T18:32:39.016Z,244.1,12.88,0.76,3.28,3.69,0,4,7693.78,18.1
0484669621,2025-10-20T02:33:51.405Z,220,23.92,0.74,4.41,2.86,0,19,4458.02,15.4
2594493837,2026-05-18T10:01:37.501Z,243.6,13.36,0.63,11.91,1.35,0,23,2341.16,43.7
2845179102,2025-07-19T22:20:14.981Z,236.2,47.28,0.99,10.14,2.72,0,6,3891.59,22.2
3976577415,2026-03-24T13:32:23.397Z,242.7,27.01,0.75,10.86,1.4,0,22,7559.79,99.5
8594638718,2025-08-02T04:54:21.640Z,226.1,4.35,0.99,10.97,2.8,0,7,6383.83,37.3
7983899473,2026-01-29T13:55:59.558Z,244.1,7.22,0.95,8.13,4.51,0,6,4843.73,71.9
4279854699,2026-05-19T01:00:10.055Z,217.6,38.65,0.81,10.49,2.02,1,19,225.31,28.3
8503068309,2025-11-11T05:08:46.681Z,226.2,21.61,0.62,7.53,0.46,0,17,1672.07,50.9
9484592358,2025-09-14T13:57:33.858Z,242.2,47.95,0.93,6.5,1.29,1,2,3963.43,56.9
2957261169,2025-08-11T03:11:18.272Z,234.8,43.08,0.86,10.02,5.19,1,15,5383.46,86.3
1468174168,2025-07-17T01:13:15.837Z,246.9,23.2,0.71,4.21,4.31,0,3,6.33,4.5
6274830630,2025-08-26T21:42:50.110Z,222.7,19.01,0.96,4.39,3.15,1,13,8269.3,96.3
2960692341,2026-01-28T09:01:35.068Z,234.3,1.49,0.91,5.55,2.99,1,16,3405.91,29.6
5066311797,2026-04-20T06:06:07.339Z,232.2,47.42,0.74,3.09,4.02,0,23,2538.69,35.1
7293440091,2026-03-18T02:17:19.054Z,235.4,15.18,0.79,7.34,5.88,0,3,2161.25,0
0059705239,2026-01-06T03:15:05.325Z,211.3,33.59,0.92,9.87,5.29,0,9,8296.67,56.1
7477420206,2025-08-09T22:18:52.746Z,216.8,14.56,0.82,9.79,1.74,1,12,7244.55,16.8
0370686906,2026-05-29T16:55:24.269Z,248.1,46.38,0.73,9.88,2.18,0,9,6669.34,11.9
6751133760,2026-06-09T07:08:56.391Z,240.1,56.4,0.71,2.74,3.41,0,17,8809.09,78.8
4892878474,2026-01-17T10:46:44.905Z,220.4,47.05,0.95,7.64,0.45,1,11,7487.88,61.9
3027468925,2026-05-25T05:14:59.210Z,248.6,19.39,0.77,9.55,0.63,1,20,4056.66,35.7
7660618930,2026-06-06T15:38:04.161Z,243.2,16.33,0.71,10.09,3.82,1,22,8029.68,39.4
4998679068,2026-05-11T02:07:46.144Z,241.7,32.64,0.69,2.05,4.19,0,3,4591.75,67.5
7581133143,2026-05-30T06:34:58.535Z,212.4,14.72,0.8,11.8,2.8,1,12,2811.8,51.6
9789359343,2025-07-22T14:32:21.488Z,238.2,46.55,0.71,11.56,5.42,0,23,8800.07,85.3
0716201361,2025-12-10T12:46:16.947Z,236,14.69,0.93,7.6,1.07,0,19,2653.33,91.4
6504265443,2026-03-01T04:12:42.497Z,213.5,21.32,0.64,6.45,3.44,0,6,2799.15,67.8
0391179230,2025-06-23T13:00:22.097Z,223.4,10.85,0.95,8.49,3.31,0,3,8415.07,36.3
8628314758,2025-08-15T02:41:50.321Z,211.4,54.81,0.9,2.64,5.66,1,22,2272.51,20.4
8875450956,2026-01-06T00:58:24.333Z,237.3,16.12,0.8,3.84,3.98,0,20,6076.49,33.5
9066641142,2025-11-07T13:32:44.545Z,212.5,55.46,0.86,11.45,2.67,1,10,5273.43,2.7
8852645896,2026-01-21T05:23:15.413Z,211.5,6.33,0.7,11.25,5.53,1,21,4060.29,6.6
1366714130,2026-02-19T20:56:56.951Z,239.3,34.5,0.72,10.33,4.71,1,13,4585.54,64.1
9333219654,2026-05-25T19:14:47.825Z,227.2,4.73,0.76,11.25,2.25,0,17,1086.42,76.2
8742368482,2025-07-30T20:57:14.783Z,215.8,18.7,0.79,4.07,0.44,1,12,1142.78,16.8
3586924049,2025-11-19T08:49:58.167Z,242,13.65,1,3.53,1.22,1,7,8825.24,40.6
1577510611,2026-01-05T07:28:58.865Z,246.8,59.8,0.8,0.43,2.73,1,0,6950.51,67.7
8582488701,2026-03-25T07:03:26.845Z,218,58.92,0.79,6.53,1.49,0,7,2814.48,20.5
1014658734,2026-03-16T22:56:20.876Z,247.6,44.26,0.89,2.74,0.55,1,22,4867.43,54.4
3237380989,2026-03-26T08:13:36.839Z,244.1,35.91,0.71,0.96,1.9,1,17,9080.13,36.3
4594083799,2026-03-19T10:51:32.470Z,240.7,52.46,0.77,7.62,1.47,0,5,60.37,13.3
9142466443,2026-01-20T16:53:45.584Z,243.7,33.01,0.85,0.12,0.96,0,20,1152.63,84.1
8797915263,2026-01-28T02:26:02.494Z,241.1,2.69,0.77,7.31,2.38,0,7,6491.35,37.6
7512925268,2025-08-05T17:42:42.172Z,229.6,53.19,0.95,8.61,2.1,1,22,931.3,42.8
2927564527,2025-08-20T05:43:22.242Z,233.4,57.67,0.9,3.57,3.2,1,6,7709.51,61.1
8312813075,2026-02-02T22:25:02.511Z,224.8,45.8,0.79,8.3,1.76,1,23,3708.67,89.9
7059735594,2026-04-23T22:32:43.490Z,224,43.12,0.6,0.84,3.62,1,1,3310.43,6.3
4170220679,2026-04-08T11:47:37.702Z,212.9,0.35,0.75,10.19,2.72,0,10,2416.21,92.9
6282491605,2025-06-27T05:36:45.483Z,212.6,40.39,0.99,3.59,0.35,0,3,137.26,76.2
4682167846,2026-04-23T22:50:24.501Z,226.8,25.98,0.62,10.95,5.67,1,14,3748.69,49.9
7772076219,2025-11-28T01:24:39.136Z,226.4,20.9,0.88,10.54,2.82,0,5,9045.31,95.2
6013943647,2025-08-02T15:15:45.937Z,232.5,13.04,0.81,10.57,1.87,1,5,1733.52,66.2
9769068671,2025-10-16T19:02:04.337Z,217.9,34.61,0.72,10.58,2.56,0,2,8809.24,42.2
1672165261,2026-02-03T10:48:42.187Z,232.6,47.51,0.78,10.75,3.91,0,19,7255.54,33.4
2172031207,2026-05-25T22:51:15.602Z,243.6,44.4,0.89,11.48,5.73,0,0,3809.71,1.6
8627811720,2025-09-09T18:33:25.918Z,246.1,55.55,0.8,5.23,1.22,0,13,5359.23,21
5783730545,2025-11-21T21:02:51.786Z,221.1,59.71,0.88,0.99,3.37,1,15,6320.9,47.7
5976216702,2026-04-06T06:35:10.103Z,219.5,38.26,0.66,3.82,0.98,0,23,2667.19,90.9
6828827342,2026-04-05T12:59:35.917Z,227.4,9.71,0.73,7.71,3.83,1,20,6487.07,63
8102479174,2026-02-13T17:43:03.231Z,240.7,45.39,0.65,9.57,4.38,1,19,3923.09,43.6
2861763737,2025-09-26T06:28:50.761Z,218.6,4.71,0.97,2.28,1.87,1,17,8545.31,65.9
8599568370,2025-10-14T12:20:29.016Z,229.8,25.79,0.95,1.61,2.12,0,10,3926.09,69.2
6431838278,2025-12-03T05:25:29.762Z,240,28.18,0.71,7.54,3.53,1,17,3190.68,48.5
6146927671,2025-09-01T17:28:08.285Z,211.5,54.47,0.66,6.69,1.11,1,6,6512.75,30.9
4107999203,2025-12-10T15:54:29.912Z,212.8,20.43,0.72,0.66,0.16,1,9,582.61,20.8
0688326116,2025-07-26T16:06:07.711Z,218.2,44.66,0.83,8.54,1.16,0,23,8250.81,90.6
1772788069,2026-05-02T11:07:54.293Z,245.6,29.05,0.97,4.32,4.11,1,2,3639.22,53
6791722602,2026-02-19T10:29:10.348Z,245.3,26.54,0.78,4.87,0.43,1,15,5771.19,13.3
0692424084,2026-02-06T11:36:33.094Z,212.5,31.47,0.67,10.22,1.35,1,10,7452.43,90.4
4625126260,2026-05-04T22:40:23.419Z,250,29.62,0.95,10.27,0.11,0,1,9111.41,43.9
0911461982,2026-01-30T17:53:47.916Z,233.5,52.91,0.73,4.21,3.34,0,18,1147.02,31.7
7534457785,2025-12-20T06:39:17.896Z,234.7,27.67,0.86,5.68,2.07,0,13,4035.86,67.5
7436867554,2025-12-24T11:42:00.224Z,230.7,49.65,0.66,5.45,1.11,1,13,999.64,94.7
1471050537,2026-02-06T17:53:37.843Z,236.8,58.81,0.74,5.33,5.56,0,5,4485.67,27.5
0247459783,2025-11-08T09:40:19.228Z,211.2,54.02,0.89,1.34,4.71,1,4,2697.4,78.2
9582680169,2025-11-05T02:36:37.753Z,238.8,15.68,0.88,9.07,1.43,1,1,9297.86,21.1
9082031933,2026-03-30T22:57:44.644Z,217.3,57.35,0.86,7.87,4.25,0,5,1222.12,8.3
0569586886,2025-08-09T05:29:00.376Z,236.8,35.74,0.61,6.44,2.22,1,16,5137.84,1
7364880010,2025-08-14T19:59:56.660Z,231.3,55.46,1,5.64,1.19,0,18,3876.25,16
1752340554,2025-07-13T00:14:03.663Z,239.6,54.37,0.77,5.47,0.81,1,10,9004.67,60.3
9651994452,2026-04-01T19:53:47.828Z,214,37.98,0.77,1.06,0.51,0,20,5990.84,95.6
8328776693,2026-01-05T17:01:38.400Z,238.9,9.98,0.6,8.34,1.78,0,18,847.05,20.8
5507595237,2025-08-20T16:15:34.280Z,217.5,43.72,0.91,10.58,4.51,0,8,3276.31,91
8972900735,2025-07-20T02:42:34.535Z,235.8,10.19,0.96,11.93,3.25,1,18,219.98,17.4
1578672765,2025-07-29T01:40:40.168Z,215.1,59.94,0.99,10.03,3.82,0,6,3035.59,5.7
1389018892,2025-09-06T18:03:47.619Z,219.5,31.04,0.92,4.84,2.93,0,19,458.27,57.9
8890762882,2026-02-20T13:01:01.417Z,227.6,51.16,0.73,9.64,0.96,1,15,3049.13,55.8
4534260997,2026-01-18T17:43:10.832Z,221.4,45.55,0.97,10.33,5.32,0,11,2094.93,60.3
2111541690,2026-05-29T21:57:04.722Z,224.1,46.49,0.81,9.3,5.27,0,10,4247.57,31.7
9085659244,2025-07-28T07:49:47.717Z,244.3,55.62,0.94,6.39,2.1,0,5,8297.36,47
9654543193,2026-02-15T08:07:45.614Z,248,10.57,0.66,4.5,0.58,0,6,9807.55,89.7
9629042013,2025-11-27T14:38:47.781Z,215.2,44.7,0.66,2.92,2.37,1,16,7622.97,10.2
8238674302,2025-06-19T23:21:03.341Z,221.7,17.16,0.61,1.27,5.08,1,11,9389.81,56.7
5030151226,2025-09-04T18:28:12.875Z,210.9,31.27,0.83,4.5,1.29,1,21,2515.6,93.4
7129937652,2025-12-10T00:11:28.551Z,238.3,47.23,0.64,3.24,2.38,0,15,9120.59,45.3
9136321767,2025-09-07T12:43:08.712Z,216.4,20.41,0.73,4.26,1.71,0,8,744.47,1.1
3833206186,2026-05-31T18:30:29.146Z,232.8,43.43,0.88,1.74,4.48,1,2,325.99,88.9
3984038884,2025-09-16T20:08:59.828Z,230.2,26.88,0.97,4.81,0.82,1,1,8113.68,57.6
8506522908,2025-06-23T03:47:41.395Z,233.7,46.39,0.97,10.1,5.87,0,13,1310.23,70.5
6912864461,2026-01-09T04:03:19.219Z,247.4,6.3,0.8,9.52,3.26,1,14,8912.63,30.7
1073069195,2025-08-23T15:36:04.577Z,231.8,15.88,0.82,4.25,4.58,0,23,7571.79,26.3
2823159129,2026-04-27T10:44:57.796Z,223,46.69,0.77,4.45,1.7,0,12,8058.14,1.5
9422083772,2026-04-20T08:29:28.947Z,243.4,9.32,0.85,7.71,5.57,0,8,9528.58,10.2
0525800442,2025-10-25T10:54:37.544Z,220.5,2.68,0.87,8.28,5.93,0,10,1253.71,96.7
6008320455,2025-12-17T21:53:23.477Z,226.5,41.08,0.97,6.28,4.18,0,18,1136.78,44.6
2680004746,2025-09-02T21:14:00.151Z,247.5,14.8,0.77,1.15,4.07,1,8,2984.07,7.2
0490224337,2025-11-14T08:56:24.455Z,241.6,47.25,0.7,0.34,0.85,0,6,8096.07,65.6
1485048931,2026-02-25T16:23:11.161Z,245,16.18,0.68,6.17,0.69,0,5,4781.75,15.8
1065036808,2025-08-12T14:53:45.768Z,216.6,54.06,0.74,10.03,4.14,1,5,251.76,37.2
3569496208,2026-03-09T08:50:53.339Z,241.9,3.68,0.8,9.96,5.82,0,13,898.5,20.7
1360148676,2025-08-05T10:49:39.144Z,217.4,54.57,1,9.36,0.62,1,8,2619.35,94.4
9864351057,2025-11-15T18:23:43.945Z,230.4,48.6,0.76,5.96,0.96,0,0,3656.98,27.2
5187421221,2025-06-30T15:16:43.602Z,214.4,15.72,0.79,0.65,4.28,0,12,6770.05,39.2
5129179414,2026-01-22T13:03:47.469Z,219.5,47.52,0.94,8.51,2.08,1,10,1783.4,61.4
